fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8.113730325208532;0.26968104014191335;0.3774757017278733;1.9642162906510665;0.04565188221536134;4.0;9.642162906510666;0.9936703463404507;3.28610266920702;0.6813730325208532;12.5536755640234;1
7.815959397727149;0.335520231047096;0.3086514875405672;2.041717185876632;0.0505949527516254;3.791414070616839;10.208585929383162;0.9938433131256493;3.361777808928591;0.6933131256493471;12.56257577881495;1
12.518787007742114;0.5288785211210223;0.6951516240322357;3.6917619112377773;0.07702422391451992;7.0;40.59393503871057;1.0012261015369006;3.1227274360483537;0.6843028887580935;11.054548720967073;1
7.617840240759296;0.41737425991864685;0.31262574008135313;2.157914199728823;0.06242085800271177;6.084171600542354;12.0;0.9948313180432353;3.4240073958969526;0.7056908279077998;11.567337280433883;1
10.70511158225733;0.38544110174926105;0.515441101749261;3.6917619112377773;0.0879579661141168;5.3116242940441;13.3116242940441;0.9976623248588089;3.173907627072062;0.795070056476472;12.25721327655149;1
10.561607099944124;0.4607143200447006;0.6061160950307317;2.461607099944124;0.09560268651033701;5.691964500279379;15.30803549972062;0.9972691964500279;3.108482129983237;0.6569196450027938;11.553571600223503;1
8.589542170125345;0.4151196793918276;0.39313734896239655;1.8104578298746552;0.06887148582288793;6.0;12.0;0.9951223518124512;3.3468626510376036;0.6875598396959137;11.724401603040862;1
8.297024031696631;0.3859671896985949;0.31597481624452345;2.1731400198103943;0.07829835948492975;12.0;18.74628003962079;0.9946799847469081;3.185669592868258;0.6719420059431184;11.470164051507027;1
7.61018398279351;0.2526272997849189;0.3031364989245944;2.2788189935475662;0.058991869591345863;18.21181006452434;48.474540043016226;0.9964708344154858;3.4;0.7652545995698378;11.005091991396755;1
10.495085730642675;0.24118468993435516;0.4693857163303343;2.1001755096199046;0.06613514240732644;6.0017550961990445;23.998244903800956;0.9977975428653214;3.150351019239809;0.8995612259502388;10.998595923040764;1
6.5323786071595595;0.3199283955369669;0.12805884955837318;1.499283955369669;0.06533810696420221;15.0;28.0;0.9946082020584844;3.388560080799605;0.7049641977684834;10.215115236634283;1
10.184730717701354;0.30374235406878025;0.4915269282298645;2.5694614354027108;0.06587117703439013;5.152692822986447;13.0;0.9974213493971059;3.075957779907696;0.7262576459312198;10.667962105285092;1
5.6;0.66;0.0;2.2;0.087;3.0;11.0;0.9937799999999999;3.6559730465252054;0.63;12.8;1
9.196795711084311;0.41040053611446115;0.3556978511927673;2.538215054698793;0.08345537636746983;14.617849453012068;33.0;0.9989425623763012;3.4279634398313275;0.7660182800843363;10.59267741795181;1
5.547882735820277;0.7839847987056843;0.06042345283594458;1.5389793711459276;0.045521172641797225;12.694896855729638;88.17372421393242;0.9922992399559192;3.556525515721352;0.8304234528359445;13.015816142621611;1
9.465782754934285;0.3255614483004381;0.4277542067982476;3.6917619112377773;0.073;6.11228966008762;13.0;0.9970327322733553;3.2689301381030664;0.708771033991238;12.321927584978095;1
7.911635983684924;0.3225647181748995;0.34545236283444714;2.3657325867957284;0.07457325867957286;16.885775289319096;42.88577528931909;0.9941087483390254;3.355689884272362;0.7665732586795728;12.671337066021357;1
10.410135896005274;0.45598446902796874;0.42534757005769536;2.5733592182867184;0.08553281563426562;35.0;67.0;0.9985001941371504;3.2973359218286715;0.8123456286861914;11.366601954283205;1
8.819946188961593;0.38837264576706965;0.4457479820860597;2.404986547240398;0.06667452915341393;11.737533631899005;19.0;0.9957099730944808;3.1857479820860597;0.762756053741821;11.304986547240397;1
5.402102988712201;0.835157724153415;0.07968455169316982;1.2021029887122012;0.045989485056438996;12.989485056438994;92.94742528219497;0.9924;3.5698948505643897;0.8496845516931698;12.998948505643899;1
8.12415708104581;0.295168583790838;0.389887610806108;2.27359513507635;0.0552865264880149;4.2528097298473;10.0;0.9937192701298038;3.314831416209162;0.659550443224432;12.395504432244321;1
7.8738739246773255;0.3237864318486748;0.3411208325365167;2.362400640412705;0.07424006404127051;16.874668801375684;42.874668801375684;0.9940765395239894;3.3601324794497267;0.7662400640412705;12.687996797936474;1
9.648540485940968;0.33462052634465184;0.53;3.6917619112377773;0.08543286235328455;6.0;18.497080971881935;0.9973929943325166;3.234795668031736;0.9759048987165995;11.850875708435419;1
8.080353674781197;0.224047156637493;0.35;1.7;0.05610412620578064;6.6994105420313375;15.0;0.9947783890422592;3.3139882108406264;0.7819646325218803;11.869941054203133;1
9.511324910067886;0.30428172731030334;0.557430963613818;2.7828730907587866;0.07914365453793934;5.914365453793933;16.914365453793934;0.9964685076369648;3.15;0.896878672524362;11.640055817655753;1
7.2;0.37450341256623443;0.40198634973506236;2.607619439818204;0.06964897623012968;23.27482937168828;42.54965874337656;0.9940491962816052;3.3564897623012966;0.7557278183194763;12.377824193792268;1
9.076483393716643;0.37941208484291605;0.4232348939463549;3.6917619112377773;0.07138228091034389;17.205906363218705;38.470604242145804;0.998248539736184;3.305881872735626;0.823234893946355;11.402925969961487;1
8.922421074582047;0.37526698724233065;0.453950240431748;3.6014258832170065;0.07113167468105827;9.565837340529134;20.0;0.9959801455152085;3.3573665063788347;0.7813167468105827;12.417081329735433;1
10.5;0.24;0.436032262711015;1.89619357626609;0.0734729022035767;6.0;22.6412905084406;0.9976641290508441;3.190761284746782;1.001903211866955;10.86412905084406;1
11.474960517541119;0.5378299115202303;0.7056598230404605;3.6917619112377773;0.11809664784940449;6.0;14.983307011694079;0.9983769636761378;3.013338597661184;0.8243243839759867;11.8;1
7.941732139785959;0.20556428530479448;0.35;1.7;0.05448687496416952;6.930446433690069;15.0;0.9946259053537645;3.318608928673801;0.7958267860214042;11.893044643369008;1
10.225644493561234;0.28151804581971457;0.43455413745914373;2.360206237939595;0.07550257797424494;39.77518795919791;67.0;0.9988201470715354;3.3859690643090605;0.8870154678454697;10.470154678454696;1
8.2;0.28;0.4;2.4;0.052000000000000005;4.0;10.0;0.99356;3.33;0.7;12.8;1
8.368072803981184;0.3056727336650985;0.4797890794028226;3.6917619112377773;0.09226909346603941;11.113454673301971;24.0;0.995037861883384;3.265461813067921;0.6468072803981183;12.088654532669803;1
9.082515717801243;0.40713291419196684;0.42538448597209116;1.9930062871204972;0.07958037722722984;6.0;12.321677145200828;0.995568529974405;3.3081819711238922;0.6771329141919669;11.667832285479916;1
8.657162768846463;0.25797403337496644;0.3663096897403872;1.7107093077883841;0.06626193794807744;5.630968974038719;10.0;0.9950291887354715;3.2447612410384514;0.5652387589615487;11.136903102596127;1
11.463175400763893;0.48434261585561356;0.5754610004373554;1.4782869207219322;0.07311183845817419;23.11183845817419;42.22367691634838;0.9977025097012566;2.9736824599236105;0.6990125378896122;10.555919229087095;1
9.1;0.2902773455377528;0.33027734553775284;2.048613272311236;0.06302773455377528;12.97226544622472;26.94453089244944;0.99516;3.26;0.84;11.7;1
9.176759561399475;0.3844355175394236;0.4628152982391617;2.38379780699738;0.057091639474047155;12.0;25.0;0.9951907038245598;3.3214076491195805;0.801620219300262;12.928152982391616;1
7.545134590376806;0.43723808842666917;0.22081574772405332;2.2412422626782513;0.09839296098828974;8.509730819246387;15.980538361507225;0.9962087868140429;3.340194616384928;0.6780538361507225;11.0;1
7.531359681431413;0.5911084447265496;0.09044060274137031;1.4313596814314125;0.06457934603376107;14.369019050641603;20.57934603376107;0.9947892942848076;3.3437280637137174;0.5415111742606183;10.252392379743359;1
10.203517006715463;0.35430607010894527;0.4463973312341475;2.024429617967486;0.09840779172959398;6.0;10.0;0.9964707223442472;3.136625484047153;0.6394201465154481;11.694201465154482;1
8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.9955200000000001;3.41;0.76;11.9;1
10.67756666536493;0.35074777782116895;0.5228961106988947;2.59252222178831;0.07056083336587674;5.0;16.03738889105845;0.9971861661103083;3.1507477778211688;0.65;10.985044443576621;1
9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.26;0.84;11.7;1
10.4;0.44;0.73;3.6917619112377773;0.07400000000000001;38.0;76.0;0.9990000000000001;3.17;0.85;12.0;1
5.734568935617681;0.4263126214267487;0.27694388356942357;2.037875728560492;0.09035871842904533;23.378757285604923;55.063126214267484;0.9947769137871235;3.6559730465252054;0.649468932140123;12.287374757146504;1
7.534754494296261;0.31072495006337486;0.34724950063374876;2.492750499366251;0.08047760486691274;25.855009987325026;34.92750499366251;0.993652793608112;3.2250746504436245;0.6052239513308724;12.43475449429626;1
9.028976459902893;0.4138635279870524;0.4683805869886708;2.303219606655877;0.07122441149757233;32.41950983360307;52.483901966720616;0.9960838058698867;3.2287121573376494;0.8809754916801538;11.987121573376491;1
7.876235225638942;0.5956829057902735;0.14097837988056006;2.3224733353611025;0.07712043817055524;16.11075237805557;32.889247621944435;0.9973046238109723;3.532376477436106;0.6877849524388886;10.777849524388888;1
10.096640407841656;0.30228184929108964;0.4219458900752553;1.8140924645544831;0.06154363014178207;3.0;9.228184929108966;0.9950099301347802;3.1126178085069243;0.6293280815683312;11.36308904253462;1
5.6;0.66;0.0;2.2;0.087;3.0;11.0;0.9937799999999999;3.6559730465252054;0.63;12.8;1
7.360582093559543;0.3797089532202286;0.2871891804068514;1.7901455233898858;0.07311309710508972;16.802910467797712;24.0;0.9942836175277961;3.259708953220229;0.6980291046779771;11.316236948814028;1
7.2;0.3749887164590259;0.40004513416389653;2.624605076065905;0.06950338506229224;23.250564177048705;42.50112835409741;0.9940060042351467;3.3550338506229225;0.7525733430163318;12.423928063607457;1
6.6;0.8237347957673766;0.029374415221822176;2.2812324566546653;0.05918767543345335;32.31279238908891;48.31279238908891;0.995108664622386;3.5093650587709773;0.5725116955635565;12.256209065527553;1
8.369092987024676;0.18727261183196248;0.4932729927864863;1.7972719769077563;0.06670915901914212;39.77518795919791;88.87271341983549;0.9949054598557298;3.3249091717176262;0.7330913362217388;11.792727388168037;1
8.82558285155448;0.46976685937820817;0.18418713866585976;2.2802300097796606;0.08126732900452782;20.313957128886198;50.883742773317195;0.9967680136084516;3.289766859378208;0.847441714844552;10.72558285155448;1
7.472929244554605;0.5487003939437176;0.14861949636973654;2.3027610072605267;0.07562424532672371;16.486194963697365;33.243097481848686;0.9968349094392068;3.5070707554453953;0.7410504711882233;10.921548740924342;1
10.215748614563616;0.35708687655362714;0.6424805919177176;3.6917619112377773;0.07814565617231865;39.77518795919791;75.07874307281809;0.9969317781984767;3.0824805919177174;0.7486617380099887;11.907874307281809;1
6.6;0.84;0.03;2.3;0.059000000000000004;32.0;48.0;0.9952;3.52;0.56;12.3;1
10.580102576551633;0.44591793875869323;0.5959435828966017;2.4801025765516336;0.09218102333794781;5.599487117241833;15.400512882758168;0.9972599487117242;3.11403077296549;0.6559948711724184;11.479589693793466;1
9.1;0.2941342415490464;0.3341342415490464;2.0293287922547676;0.06341342415490464;12.586575845095359;26.173151690190718;0.99516;3.26;0.84;11.7;1
12.11454778682081;0.3647994868994221;0.632508531163006;2.839633098450868;0.09047994868994222;12.0;29.77090442635838;0.9996229095573642;3.163963309845087;0.7972397687583808;10.570904426358384;1
7.71860004757796;0.5562766912486123;0.10674664129175498;2.5;0.07376733444348572;18.209333016146935;37.69766674596327;0.9959674334205596;3.3430233325403673;0.749069997621102;11.820933301614692;1
9.832157164027947;0.5209542885370597;0.5620850024699271;2.392461907114216;0.0913039291006987;30.18845232214459;52.03769046442892;0.9970208500246993;3.1930152371543135;0.7694226161072295;11.630152371543135;1
8.687290186409436;0.19444843475669743;0.4393645093204718;1.9772581779921368;0.07322741822007864;9.645483644015727;20.645483644015727;0.9950733093914599;3.399364509320472;0.7635451635598427;12.18361308478742;1
7.802287334104468;0.5221450422279535;0.19634868514992843;1.702287334104468;0.06408675030162825;13.63012545244236;20.08675030162824;0.9950109623642673;3.2895425331791066;0.6252524487231992;10.547949819023057;1
10.484584661527688;0.24;0.4261661353889249;1.8;0.07669169323055375;6.0;21.845846615276876;0.9976;3.216166135388925;1.0453753984583063;10.8;1
8.530320790520934;0.31960848672990005;0.4103915132701;1.8320282890996666;0.06567971710900333;6.735943421800666;12.0;0.9939123197752611;3.300170749857873;0.5948896182938868;12.088754737440533;1
10.292006566155244;0.4024005555977514;0.6120015152665947;2.830003788166487;0.11008018688288002;11.84000505088865;29.3199898982227;0.9968640042932554;3.254399545420022;0.7675994444022486;11.747998484733404;1
7.617558895377777;0.7036866365762963;0.039314784915555546;2.4531762789925926;0.07000499592859259;9.824411046222222;14.05852965125926;0.9953331762789925;3.4988793662607405;0.7152676686133334;11.711705930251851;1
9.02482373843352;0.3313469438615637;0.3976586354098316;2.2567347193078184;0.05886530561384363;13.0;27.0;0.9950998589907468;3.282552878469944;0.8625528784699439;12.338998223315075;1
8.9;0.4;0.32;3.6917619112377773;0.087;10.0;47.0;0.9991;3.38;0.77;10.5;1
10.07011109227712;0.37885042662604307;0.4979307679268775;2.4804701361769848;0.10328726450814671;6.022991467479138;13.0;0.9964334487201219;3.2218393173983313;0.6493102559756259;11.611495733739568;1
9.217583685949172;0.2182711299172892;0.5243516737189835;1.8217583685949172;0.07674066948759338;39.77518795919791;81.3025522644744;0.9948907759395047;3.16256380661186;0.6978094138844051;11.8;1
10.983766456171253;0.3028408701700306;0.5767532912342507;2.0979708070214067;0.054344962806360864;7.0;19.020291929785934;0.9979525168843009;3.3065503719363916;0.878173726319266;10.51217515787156;1
5.229705819562989;0.47603922405826815;0.04475293113007822;1.6158431037669274;0.05316823705223632;19.33666595504721;101.5;0.9926592040078002;3.5344549136815755;0.6154451076670083;12.190098060145669;1
8.806008502918214;0.24841190408549985;0.3530042514591071;1.730042514591071;0.05578110537936784;12.939914970817858;27.06008502918214;0.9939952782268475;3.1478110537936788;0.5996136046691427;11.378110537936784;1
7.5451292739002085;0.5190423965982673;0.17805170956008332;2.2887176815249477;0.06720858352492379;6.0;11.370941061583506;0.9935138469554251;3.316615304457484;0.6451623575366597;12.588717681524948;1
6.6;0.6244406569691415;0.021709256037274676;2.0512776811182403;0.061487223188817594;36.145371981362665;52.145371981362665;0.9939895513814421;3.3790573526336694;0.7258148792545065;11.719647922609226;1
9.020131545440028;0.37402630908800566;0.4400438484800095;3.159517666719896;0.08797588333599479;12.0;24.400438484800095;0.9953738728394079;3.2740482333280103;0.7360394636320085;12.520570030240123;1
11.146283480872128;0.5916837991080235;0.6586735196432094;3.6917619112377773;0.0850291588265608;6.0;18.919096568880068;0.9985896510790881;3.2183819313776016;0.7255975096927705;13.286735196432094;1
10.091226953621234;0.4811697395171687;0.592767534942771;3.6917619112377773;0.07914621743964609;36.970756512070786;72.91226953621235;0.9983824539072426;3.207738927890738;0.8088302604828312;11.931383767471386;1
7.816215427809755;0.6379244252403513;0.1022701598933658;3.6917619112377773;0.11472758081279612;5.0;11.012972342247805;0.9983948110631008;3.3690919360426537;0.6908432022461073;10.116215427809756;1
7.423737559511064;0.6069105545785742;0.1158250396740427;2.3683499206519145;0.07857574642933617;16.158250396740428;33.079125198370214;0.9971890895715203;3.556262440488936;0.7066162916577448;10.839562599185108;1
8.856573676417085;0.5049329995623117;0.26933357174120587;1.7529518360201006;0.058316189795025127;31.316189795025124;47.316189795025124;0.9962667439197609;3.342209346706533;0.7377906532934673;11.137522651542714;1
6.866869375011174;0.5716109218719271;0.061671734375279355;3.6917619112377773;0.06484802968831012;10.832826562472064;18.0;0.9963069910000178;3.4033130624988828;0.6050456093775142;10.866869375011175;1
12.609804632417204;0.30950976837913985;0.7209804632417203;2.2196092648344066;0.07312753272797838;6.147069486258048;28.950976837913984;0.9987343162134602;2.9387617742370216;0.8175488418956991;9.849023162086016;1
8.348054105419012;0.2577918841871483;0.3925972947290495;2.1038917891619775;0.043857024201954385;4.0;10.0;0.9937820811581286;3.2855837683742966;0.7074027052709505;12.577918841871483;1
5.195045470987372;0.4366329574227901;0.007128410324052904;1.8;0.044000000000000004;20.3761367746843;87.76238632253157;0.9915564974384989;3.6372295380556827;0.7513852309721587;13.695045470987372;1
7.883886205830113;0.35235969148689295;0.3680144645480592;1.7235969148689296;0.07041581489213578;18.254676950436902;37.7453230495631;0.993727857276734;3.3290646099126198;0.882546769504369;12.963307623907745;1
7.99937505478434;0.31389842448871896;0.354968752739217;2.1874218818480426;0.04976093654127403;34.4968752739217;53.12578118151957;0.9952867810938646;3.2737734354455874;0.9647187746529534;12.098125164353023;1
10.559982591496667;0.46201392680266595;0.6070095746768329;2.4599825914966678;0.09590322057311651;5.700087042516662;15.299912957483338;0.9972700087042516;3.107994777449;0.6570008704251666;11.560069634013331;1
5.571142987558726;0.813447784241054;0.05577140248825463;1.4769520331767283;0.04528857012441273;12.384760165883641;88.0961900414709;0.9923442097759468;3.558076199170582;0.8257714024882545;12.964126694313943;1
9.29918742967619;0.3901625140647619;0.5049593714838095;2.4256094277428573;0.05971140290961905;12.247968574190477;25.0;0.995172723456839;3.3449593714838093;0.7825609427742858;13.076828283228572;1
9.4;0.27;0.53;2.4;0.07400000000000001;6.0;18.0;0.9962;3.2;1.0650000000000002;12.0;1
9.4;0.27;0.53;2.4;0.07400000000000001;6.0;18.0;0.9962;3.2;1.0650000000000002;12.0;1
9.104043765944843;0.2897304156036772;0.46587614928804916;2.597304156036772;0.09126411365321754;6.49326039009193;17.01347921981614;0.9961704043765944;3.2542586429101124;0.9622914673687438;11.901347921981614;1
7.769335150330968;0.58;0.01693351503309682;1.9386703006619364;0.07759972745035477;9.919945490070955;18.0;0.9964565536837068;3.347734060132387;0.5669335150330967;9.806648496690318;1
13.40367982833066;0.2356897578672994;0.458349827048071;2.089901037711574;0.07463300345903859;10.0;22.89901037711574;0.9991508584746446;3.036970311313472;0.7739406226269444;9.456897578672994;1
10.035203610055824;0.38;0.4469715575019937;2.178170654988038;0.10373943115003988;6.0;10.0;0.9964836586900239;3.1226056884996014;0.6317601805027911;11.826056884996014;1
8.73130111044146;0.2971338340364661;0.3909553886545113;3.0652416716890434;0.06487806662648765;10.0;19.31301110441461;0.9948114646638541;3.3172156107428035;0.7346951665662191;11.98434944477927;1
6.7247049258370115;0.3384116810107385;0.17929385460517808;1.6435286943777583;0.06194118842703736;15.0;28.405881157296264;0.9946427645504485;3.34288258011371;0.7243528694377758;10.527645504485143;1
10.4;0.33;0.63;2.8;0.084;5.0;22.0;0.9998;3.26;0.74;11.2;1
9.617659670692682;0.3329429023053143;0.6394132250275737;3.6917619112377773;0.07276472579583056;39.77518795919791;80.9410968166778;0.9974517896641077;3.2358812908890373;0.8129417738749165;11.917648386388704;1
7.435848100896308;0.38471696201792616;0.38471696201792616;3.334589028698299;0.06957232067264206;23.31446413452841;42.0;0.9938335837970397;3.3242767932735795;0.7278616033632103;12.85283037982074;1
8.657464013570989;0.3;0.4542535986429011;2.995705969465275;0.0801697396267978;10.553169983036264;24.0;0.9950917075042409;3.27;0.7338343035623847;11.921267993214505;1
7.350053802756522;0.580866511699855;0.011668460091884051;1.9167922064318836;0.0893293877978551;9.166846009188404;14.833153990811596;0.9951800430422051;3.3766953614701447;0.6016899811944926;11.116792206431883;1
5.185187383726482;0.4349077921521344;0.006389053779486165;1.8;0.044000000000000004;20.129684593162054;87.7870315406838;0.9915564974384989;3.641665677323083;0.7491671613384585;13.685187383726483;1
10.43577878360825;0.29779909475257604;0.5727539462268019;2.549548514742258;0.07755981895051521;5.357787836082489;22.715575672164977;0.9990844243278351;3.2206433380309263;0.7972460537731981;11.128442432783501;1
7.943121907622987;0.3628022423524666;0.2064427834426173;2.325335824836074;0.0694580850631158;19.417786082786915;49.0;0.9970527189178197;3.374932835032785;0.8017786082786913;10.774664175163926;1
7.647192059980694;0.34747129834459534;0.20674216732239314;1.7421346566698843;0.07043251610125491;7.842693133397687;15.0;0.9948159540773512;3.332640397000965;0.7073037553262544;11.520788089971042;1
6.7451546745835715;0.5425814390499715;0.15354776962780006;2.3709690650832855;0.06419353956611143;13.0;29.096769783055713;0.9942438584860477;3.401613741219414;0.6306446761361286;11.50646043388857;1
6.408187769343517;0.320234711679395;0.092046942335879;1.4409388467175799;0.06591812230656484;14.91812230656484;28.04093884671758;0.994564617915035;3.42;0.6967248922625936;10.069596039419887;1
8.519062551943586;0.3411649337298859;0.4012708367962391;3.6917619112377773;0.05582604391755542;3.0;9.021180613270651;0.997359031192862;3.3776701325402283;0.659576387734587;11.61270836796239;1
10.239044683961;0.281893251150908;0.43567975345272403;2.3644942988675197;0.075556178735844;39.77518795919791;67.0;0.9988336008626968;3.3853258551698717;0.887337072415064;10.473370724150639;1
6.8;0.59;0.06;3.6917619112377773;0.06;11.0;18.0;0.9962;3.41;0.59;10.8;1
8.945725626120277;0.22987787503200793;0.40445043764403565;1.9;0.06869199064020376;39.77518795919791;76.2591593725994;0.9956621712800257;3.348996030857903;0.8107327498079524;11.197557500640158;1
8.215719778428955;0.3896251602041778;0.48750907733245086;1.9518741989791106;0.0737883917128273;23.788391712827302;43.576783425654604;0.9959028780438793;3.2984280221571045;0.8140265911806411;10.894195856413651;1
8.275506232172187;0.2997975071311247;0.34642718126026595;2.4979750713112465;0.05718418981761551;4.0;11.244937678278117;0.994401547890051;3.2886740651741717;0.7411234419569529;12.686740651741719;1
9.176965406661834;0.13429498873093335;0.45357374718273336;1.8089343679568333;0.07491065632043166;10.0;21.0;0.9957058348535022;3.3715822177856167;0.7510656320431667;11.721312640863333;1
10.330409069467064;0.3356530310177645;0.48724494830372583;2.1144898966074517;0.053159191728596136;4.710202067850966;9.144898966074516;0.9947451848213249;3.173918186106587;0.7102858552504323;11.926121240710579;1
11.162321910670098;0.5434533712886152;0.43865089697955884;2.628836323265196;0.09540929852827941;9.060467647813725;44.53023382390686;0.9997110668814924;3.1718839044664953;0.6187906470437254;10.052324632069853;1
6.80482320896235;0.49855303731129497;0.19803324253933258;2.2634511940251;0.061269023880502;13.6827440298745;29.0;0.9942260290112029;3.3551393171619224;0.6677920820912151;11.563451194025099;1
6.158487479316753;0.39415125206832463;0.31791619415523487;1.9169749586335074;0.07016974958633507;12.754624379502609;24.415125206832464;0.9947864527523356;3.437546243795026;0.8160337231117798;10.74336227248429;1
9.732366169960706;0.3406278111166502;0.48429965163040284;2.2338169150196467;0.07275362686264736;6.415457712450883;18.830915424901768;0.9959756528352766;3.175072537252947;0.9887443777666997;11.626088058794204;1
6.506284263781103;0.45508540605348435;0.3304576142711416;1.8851434010820864;0.06870286802164173;14.382855329726379;24.0;0.9946092555835646;3.4461714467027362;0.7972574873519881;10.951144035677855;1
9.256286854738377;0.3479043817538745;0.5312573709476753;2.320956182461255;0.0756886056421513;6.479043817538745;16.520956182461255;0.995547302004781;3.1787426290523246;0.8098199219660885;12.083235054030997;1
7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.85;11.0;1
10.045483714030453;0.261705639276142;0.5402842732126903;1.92558458914213;0.08294314535746193;39.77518795919791;73.80100875111677;0.9946717514580208;2.9896652892314712;0.6382439231680197;11.771572678730967;1
11.905664011501775;0.4215039827473376;0.6503711804469826;3.032031861978701;0.10701759597437878;10.0;22.8867197699645;0.9998640637239574;3.1403711804469827;0.8392383781466276;10.371679942491125;1
8.012534931443982;0.5543453082726155;0.11690818487178267;2.4718662671390046;0.078;17.0;39.406686643049774;0.9957767125687854;3.3315598801417012;0.7484401198582986;11.925069862887963;1
7.67515213867452;0.30940330256848575;0.2834347591163461;2.0331304817673077;0.06349087167952885;17.83434759116346;33.91717379558173;0.9953789046015434;3.304847861325481;0.8826064970721634;11.258586897790867;1
7.9;0.3;0.68;3.6917619112377773;0.05;37.5;101.5;0.99316;3.01;0.51;12.3;1
9.479717154460092;0.3869265271707436;0.545881338895478;3.6917619112377773;0.09124180753101062;11.0;24.0;0.996513632300798;3.2824180753101064;0.857316317926859;12.037909623449469;1
6.467744553840897;0.3833063861539776;0.4009943400005695;1.9553759076931838;0.07166936138460224;14.669361384602242;24.0;0.9942599191584619;3.4031447030778432;0.8320695215392063;11.244624092306816;1
9.891081061082758;0.3982162122165515;0.5305351363350346;3.6917619112377773;0.09669675607681374;6.0;18.96432424433103;0.9985607566687642;3.267859454659862;0.8217837877834484;11.7;1
8.443658132300321;0.3383111070023957;0.3911247928039145;2.2647863326877005;0.07591555535011978;12.0;18.929572665375403;0.994434372628397;3.152676920232428;0.6994358998063102;11.708444464988021;1
8.853401888507422;0.3482370758432749;0.40511339628358073;2.302267925671615;0.08785152847910035;5.511339628358076;10.0;0.9955073601949103;3.164206226014935;0.6117629241567251;12.046598111492578;1
9.462316990717431;0.34485078812608744;0.3825746059369563;1.7574605936956287;0.06211936949913006;30.48507881260874;47.257460593695626;0.9963789583213305;3.2754476356217377;0.8354476356217377;11.063429068652132;1
6.813990594422227;0.5494299150825388;0.11171025475238336;2.030570084917461;0.062;35.165794904952335;53.30570084917461;0.9948221810060781;3.3347149575412693;0.7263729065907928;11.110878641320621;1
12.573303192584811;0.28488687950565417;0.5888687950565413;2.373303192584812;0.08517647167867518;11.26696807415188;28.755656024717293;0.9996266968074152;3.1319909577754435;1.0650000000000002;10.044343975282708;1
11.382728396092816;0.2855989106571856;0.47;1.8679673197155682;0.059785541012425135;16.44010893428144;32.18663035523952;0.9973806986911183;3.189192374600299;0.6942619461811377;10.581336964476048;1
8.253022431602423;0.28651121580121136;0.3665112158012114;2.4469775683975774;0.07565112158012113;16.530224316024228;44.87910273590309;0.9951446635259636;3.3522798115578194;0.7746977568397577;11.936269179229074;1
7.2;0.37658781077529685;0.31341218922470315;2.0;0.05804731353482188;15.0;28.658781077529685;0.9947131756215506;3.23;0.7497634323258906;11.3;1
9.9;0.4924074257310982;0.5303189493828259;2.2120371286554907;0.08569033278104689;30.208847634827233;50.95576182586384;0.9970289918041587;3.2046193344379064;0.772530858089634;11.391152365172767;1
8.49694853841888;0.27959313845585076;0.35;1.7;0.060964399614886935;6.005085769301866;15.0;0.9952366433922608;3.3001017153860372;0.7403051461581119;11.800508576930188;1
9.157100152810509;0.40142003056210196;0.48570005093683666;2.657299439694797;0.06286497198473984;12.0;24.857000509368365;0.9952414698522831;3.32427005603052;0.777130045843153;13.114100662178878;1
8.824986680726825;0.31749600421804763;0.4083288935756085;2.716711064243915;0.10583502044126879;7.0;16.0;0.9960134008176507;3.3016711064243918;0.7816711064243915;11.85830225502926;1
8.348687195596092;0.3027206912781765;0.46539384132117223;2.0513128044039077;0.08894273370032564;6.0;12.0;0.9942552739041459;3.2746061586788278;0.6313603456390883;12.286396543609118;1
5.727978240948161;0.35880160827774465;0.13319649963079103;2.2439962158170714;0.05339985809314018;14.200047302286608;41.64000946045732;0.9925659730376967;3.6416017974868913;0.7615994323725607;13.424015136731715;1
7.829182877055975;0.28403696490799923;0.31211089472399767;1.959630350920008;0.061596303509200076;18.080739298159983;34.24221789447995;0.9951822373544048;3.2719260701840014;0.8991926070184002;11.283852140368003;1
7.468013977476167;0.5567839259024082;0.1408083864857001;2.059930112619166;0.08340069887380834;13.279440900953327;34.360279549523334;0.9969791217261335;3.4439720450476665;0.6423902157666832;9.915818292809831;1
9.238335308424794;0.41975490589745346;0.4236254443955786;3.6917619112377773;0.09612184907692459;3.202080864469008;10.101040432234504;0.9965930912687914;3.2801040432234503;0.6450520216117253;11.98781509230754;1
10.855277989200507;0.5404523229193527;0.4525629855147207;3.5311576540672567;0.09013064737293149;8.944722010799493;43.944722010799495;0.9998922632138513;3.180200913945305;0.6457287128653553;9.80552779892005;1
5.210175787269103;0.5216489223202655;0.060596682998006905;1.9754394681727587;0.04620351574538207;15.101757872691035;87.65263680903655;0.9921882792721967;3.54898242127309;0.9069472638192689;13.267252624230363;1
6.484852156578161;0.3028587536442229;0.25495447736257376;2.375626462013593;0.05833599232550975;12.554669224830084;41.310933844966016;0.9935038385418469;3.5790774305435433;0.781343969302039;12.897494151945628;1
